型号,机号,传动方式,主轴转速,流量,全压,电机型号,功率
DWT-Ⅰ,10,,560,20000,133,,1.5
DWT-Ⅰ,11.2,,960,56900,253,,5.5
DWT-Ⅰ,11.2,,960,49500,296,,5.5
DWT-Ⅰ,11.2,,960,40400,322,,5.5
DWT-Ⅰ,11.2,,720,52500,138,,3
DWT-Ⅰ,11.2,,720,45000,169,,3
DWT-Ⅰ,11.2,,720,40000,183,,3
DWT-Ⅰ,11.2,,560,32000,111,,1.5
DWT-Ⅰ,11.2,,560,28000,128,,1.5
DWT-Ⅰ,11.2,,560,25000,142,,1.5
DWT-Ⅰ,12,,720,57000,196,,5.5
DWT-Ⅰ,12,,720,50000,205,,5.5
DWT-Ⅰ,12,,720,44000,209,,5.5
DWT-Ⅰ,12,,560,42000,126,,3
DWT-Ⅰ,12,,560,37500,134,,3
DWT-Ⅰ,12,,560,33000,148,,3
DWT-Ⅰ,14,,720,76700,250,,7.5
DWT-Ⅰ,14,,720,68000,261,,7.5
DWT-Ⅰ,14,,720,57500,268,,7.5
DWT-Ⅰ,14,,560,69000,159,,4
DWT-Ⅰ,14,,560,60000,169,,4
DWT-Ⅰ,14,,560,51500,175,,4
DWT-Ⅰ,15,,720,88500,195,,7.5
DWT-Ⅰ,15,,720,80000,203,,7.5
DWT-Ⅰ,15,,720,70000,208,,7.5
DWT-Ⅰ,15,,480,74750,149,,4
DWT-Ⅰ,15,,480,65000,158,,4
DWT-Ⅰ,15,,480,55800,165,,4
DWT-Ⅰ,16,,720,107500,235,,11
DWT-Ⅰ,16,,720,95000,248,,11
DWT-Ⅰ,16,,720,81500,256,,11
DWT-Ⅰ,16,,320,6100,131,,4
DWT-Ⅰ,16,,320,52500,152,,4
DWT-Ⅰ,16,,320,42600,167,,4
DWT-Ⅰ,18,,720,129300,261,,15
DWT-Ⅰ,18,,720,112500,276,,15
DWT-Ⅰ,18,,720,96450,287,,15
DWT-Ⅰ,18,,480,96250,122,,5.5
DWT-Ⅰ,18,,480,86150,136,,5.5
DWT-Ⅰ,18,,480,74300,143,,5.5
DWT-Ⅰ,18,,320,79150,115,,4
DWT-Ⅰ,18,,320,71550,126,,4
DWT-Ⅰ,18,,320,62500,148,,4
DWT-Ⅰ,20,,480,168700,215,,15
DWT-Ⅰ,20,,480,150000,234,,15
DWT-Ⅰ,20,,480,131000,247,,15
DWT-Ⅰ,20,,320,125500,118,,5.5
DWT-Ⅰ,20,,320,110000,121,,5.5
DWT-Ⅰ,20,,320,95200,132,,5.5
DWT-Ⅰ,22,,480,201600,193,,15
DWT-Ⅰ,22,,480,180000,205,,15
DWT-Ⅰ,22,,480,165000,210,,15
DWT-Ⅰ,22,,320,155000,135,,7.5
DWT-Ⅰ,22,,320,120000,142,,7.5
DWT-Ⅰ,22,,320,119500,155,,7.5
DWT-Ⅰ,24,,480,220800,212,,18.5
DWT-Ⅰ,24,,480,198500,228,,18.5
DWT-Ⅰ,24,,480,176500,246,,18.5
DWT-Ⅰ,24,,320,175000,148,,11
DWT-Ⅰ,24,,320,162000,164,,11
DWT-Ⅰ,24,,320,135000,188,,11
DWT-Ⅰ,24,,220,140000,150,,7.5
DWT-Ⅰ,24,,220,120000,162,,7.5
DWT-Ⅰ,24,,220,85000,171,,7.5
SWF-Ⅰ,4,,1450,4302,143,,0.55
SWF-Ⅰ,4,,1450,3636,175,,0.55
SWF-Ⅰ,4,,1450,3053,212,,0.55
SWF-Ⅰ,4.5,,1450,4552,207,,0.55
SWF-Ⅰ,4.5,,1450,4040,216,,0.55
SWF-Ⅰ,4.5,,1450,3392,265,,0.55
SWF-Ⅰ,5,,1450,7433,220,,1.1
SWF-Ⅰ,5,,1450,6664,278,,1.1
SWF-Ⅰ,5,,1450,5252,326,,1.1
SWF-Ⅰ,6,,1450,10000,200,,1.5
SWF-Ⅰ,6,,1450,8900,262,,1.5
SWF-Ⅰ,6,,1450,8121,325,,1.5
SWF-Ⅰ,7,,1450,18800,329,,3
SWF-Ⅰ,7,,1450,15319,370,,3
SWF-Ⅰ,7,,1450,11780,470,,3
SWF-Ⅰ,8,,960,25467,193,,4
SWF-Ⅰ,8,,960,22424,292,,4
SWF-Ⅰ,8,,960,18636,382,,4
SWF-Ⅰ,9,,960,34206,282,,5.5
SWF-Ⅰ,9,,960,32056,370,,5.5
SWF-Ⅰ,9,,960,27174,430,,5.5
SWF-Ⅰ,10,,960,44054,288,,7.5
SWF-Ⅰ,10,,960,40598,329,,7.5
SWF-Ⅰ,10,,960,36916,371,,7.5
SWF-Ⅰ,11,,960,48729,310,,11
SWF-Ⅰ,11,,960,46099,346,,11
SWF-Ⅰ,11,,960,43572,376,,11
SWF-Ⅰ,12,,720,64292,429,,15
SWF-Ⅰ,12,,720,60820,471,,15
SWF-Ⅰ,12,,720,57226,498,,15
SWF-Ⅰ,13,,720,71565,441,,15
SWF-Ⅰ,13,,720,67702,482,,15
SWF-Ⅰ,13,,720,63699,508,,15
SJG-2.0F,,,1450,926,160,,0.09
SJG-2.5F,,,1450,1840,240,,0.18
SJG-3.0F,,,1450,3140,365,,0.37
SJG-3.5S,,,960,2660,250,,0.55
SJG-3.5F,,,1450,2870,540,,0.55
SJG-4.0S,,,960,3890,330,,0.55
SJG-4.0F,,,1450,5800,720,,1.1
SJG-4.5S,,,960,6500,560,,0.75
SJG-4.5F,,,1450,8250,900,,2.2
SJG-5.0S,,,960,7550,500,,0.75
SJG-5.0F,,,1450,11400,1100,,3
SJG-6.0S,,,960,13200,710,,2.2
SJG-6.0F,,,1450,19500,1600,,5.5
SJG-7.0S,,,960,21100,1010,,4
SJG-7.0F,,,960,31600,1290,,5.5
